4.1589,0,0.187,0.053746,0.5195,0.36537,0.79397,0.59094,0.76826,0.99426,2.044,1.6899,1.9234,3.6129,3.0596,2.9125,0.55973,0.56018,0.29319,0.12131,0.024962,0.0078141,0.0034373,0,0,0,0,0,0,0,0,0,0
3.4831,0.075649,0.20184,0.10931,0.53569,0.62505,0.59044,0.907,0.74221,1.086,1.8954,1.854,2.133,3.6568,2.9868,3.0237,0.66701,0.43021,0.22774,0.098413,0.044511,0.027961,0.010593,0.01208,0,0,0,0,0,0,0,0,0
3.1257,0.075315,0.19619,0.096787,0.54596,0.33424,0.4936,0.53661,0.7833,1.4004,1.9562,1.8065,2.2417,3.1875,3.0118,3.0272,0.57558,0.36854,0.22535,0.11868,0.036967,0.019162,0.0118,0,0,0,0,0,0,0,0,0,0
4.1904,0,0.11003,0.14895,0.32193,0.47311,0.42785,0.49062,0.94619,1.0021,2.2412,1.3542,1.9367,3.7057,2.7639,3.4526,0.63287,0.53781,0.23695,0.071163,0.018775,0.012696,0.0044941,0.0024857,0.0031885,0.0053565,0,0,0,0,0,0,0
3.8116,0.1833,0.058987,0,0.48448,0.52153,0.55588,0.60277,0.54577,0.91059,1.9788,1.4809,1.9845,3.6036,2.9629,3.6491,0.77477,0.47064,0.29695,0.079733,0.047619,0.025698,0.012828,0,0,0,0,0,0,0,0,0,0
3.0055,0.09313,0.41888,0.20981,0.46402,0.46548,0.48267,0.6852,0.9286,0.75135,1.6422,1.7521,1.9393,3.2906,2.8207,3.3956,0.6876,0.50282,0.2759,0.10267,0.088351,0.029852,0.0037034,0.0069827,0,0,0.0020017,0.0024631,0,0,0,0.0022075,0
3.8305,0.15108,0.067257,0.14405,0.38549,0.54266,0.35198,0.678,0.74966,1.0826,1.7683,1.634,2.1121,3.0111,2.8304,3.7727,0.87819,0.47109,0.25017,0.053418,0.028958,0.019582,0.024061,0,0.010728,0,0,0,0,0,0,0,0
3.0894,0,0,0.10049,0.23337,0.5226,0.57907,0.43895,1.1447,1.0002,2.1073,1.6335,2.1428,3.1049,2.9006,3.9664,0.78817,0.46462,0.22164,0.11902,0.056412,0.025659,0.0080706,0.0032357,0,0,0,0,0,0,0,0,0.0033455
2.6212,0,0.32496,0.1326,0.39553,0.32753,0.59574,0.5904,0.73339,0.91064,1.7605,1.7794,1.9532,3.0002,2.9717,4.2606,0.71959,0.44159,0.29064,0.095852,0.048695,0.012256,0.0078133,0.004321,0.0032354,0,0,0,0,0,0,0,0
3.4419,0,0.18732,0.058923,0.41234,0.27893,0.61709,0.71597,0.86532,0.91624,1.8417,1.6785,1.6264,2.8055,2.9989,3.9458,0.71399,0.52435,0.28726,0.094504,0.043333,0.028978,0.01975,0,0,0,0,0.0031182,0,0,0,0.0018077,0
2.0594,0,0.17172,0.13127,0.37142,0.19387,0.46005,0.65984,0.77356,1.1863,2.123,1.4288,1.9259,3.4143,2.6913,3.6834,0.89974,0.54733,0.31796,0.13288,0.073345,0.019699,0.011479,0.0080865,0,0,0.0025183,0,0,0,0,0,0
3.1937,0.23063,0.27861,0.15079,0.52438,0.32668,0.57297,0.55521,1.1882,1.0514,1.78,1.5135,1.568,2.8947,2.7819,4.133,0.96363,0.63725,0.38328,0.15395,0.059426,0.023249,0.0082243,0.0035907,0,0,0,0,0,0,0,0,0
3.0144,0.27394,0.12136,0.047122,0.27149,0.18621,0.38305,0.7223,0.452,1.0514,1.7392,1.7244,1.9196,2.4072,3.3851,4.0062,0.91762,0.52621,0.38827,0.13065,0.018724,0.016934,0.0043157,0.014047,0.0029408,0.00329,0,0,0,0,0.0019447,0,0
3.0399,0.087008,0.26751,0.097971,0.15432,0.41149,0.38226,0.51957,0.85615,0.93708,2.0751,1.4393,2.1083,3.1363,3.3296,3.7485,1.0638,0.58017,0.30508,0.12779,0.019883,0.022638,0.0053783,0.011224,0.0035835,0,0,0.0023496,0,0,0,0,0
2.7611,0,0.22123,0.11024,0.36562,0.3094,0.70111,0.63985,0.82171,0.82562,1.8702,1.4747,2.0799,2.3456,3.1668,3.6667,1.099,0.49917,0.34004,0.17514,0.067308,0.038259,0.018781,0,0,0,0,0,0.0026638,0,0,0,0.0015521
3.454,0,0.28206,0.20841,0.62004,0.53234,0.70532,0.96205,1.0619,1.1186,1.5525,1.5767,1.6338,2.8274,3.2053,3.8301,1.3524,0.58397,0.30414,0.1478,0.051846,0.012898,0.033082,0.011637,0,0.0025226,0.0043883,0,0.0019942,0.0020883,0,0,0
3.1934,0.17074,0.20931,0.31788,0.41132,0.24952,0.38768,0.50646,0.8862,1.1382,1.9334,1.7447,1.643,2.6355,3.0635,3.6296,1.2385,0.52234,0.42321,0.1216,0.05864,0.031946,0.0089066,0.0075647,0.0037813,0,0,0,0,0,0,0,0
4.4436,0.17204,0.17041,0.050357,0.19897,0.63833,0.46126,0.65418,0.6054,1.1626,1.9513,1.503,1.8195,2.3478,3.6621,4.0178,1.5137,0.50212,0.44351,0.13044,0.07493,0.026741,0.0065242,0,0,0,0,0,0,0,0,0,0
2.9546,0.2705,0.13188,0.23788,0.20749,0.40178,0.7862,0.52305,0.914,1.3559,2.1784,1.4222,1.7066,2.7886,3.2402,4.1029,1.381,0.53109,0.39634,0.11619,0.064111,0.022135,0.02052,0.007468,0,0,0,0,0,0,0.0018167,0,0
4.9276,0.25058,0.071775,0.16486,0.33772,0.30158,0.61431,0.56703,0.97615,1.096,2.5613,1.5412,1.7842,2.8149,3.8085,4.0181,1.5544,0.61741,0.30714,0.16973,0.068826,0.030412,0.015195,0.014362,0,0,0,0,0,0,0,0,0
2.8949,0.32693,0.064225,0.055931,0.51517,0.3808,0.61296,0.46181,1.0048,1.0438,2.1559,1.8074,1.5089,2.2599,3.4127,3.8745,1.8067,0.62956,0.34859,0.14666,0.063176,0.035999,0.0086961,0.01042,0,0.0037183,0,0,0,0,0,0,0
4.3983,0.088705,0.067142,0,0.30762,0.50748,0.58535,0.71047,0.58552,0.9636,1.9329,1.8787,1.6496,2.1828,3.4459,3.8487,2.1495,0.65843,0.4056,0.13789,0.065574,0.032987,0.0038685,0.022206,0.003051,0,0.0027781,0,0,0,0,0,0
2.9369,0.18521,0.12598,0.048542,0.52833,0.69752,0.47183,0.60849,0.97067,1.1581,2.1538,1.2891,1.8732,2.1536,3.6973,3.6306,1.8551,0.68187,0.39776,0.19618,0.076172,0.054775,0.01803,0.011773,0.005357,0.0030249,0,0,0,0,0.0043716,0,0
