4.3331,4.345,0.67069
4.2935,4.365,0.67097
4.2544,4.385,0.67125
4.2159,4.405,0.67153
4.1778,4.425,0.6718
4.1403,4.445,0.67208
4.1033,4.465,0.67234
4.0668,4.485,0.67261
4.0308,4.505,0.67287
3.9952,4.525,0.67313
3.9601,4.545,0.67339
3.9255,4.565,0.67365
3.8913,4.585,0.6739
3.8576,4.605,0.67415
3.8243,4.625,0.6744
3.7915,4.645,0.67464
3.759,4.665,0.67488
3.727,4.685,0.67512
3.6954,4.705,0.67536
3.6642,4.725,0.6756
3.6333,4.745,0.67583
3.6029,4.765,0.67606
3.5728,4.785,0.67629
3.5432,4.805,0.67651
3.5139,4.825,0.67674
3.4849,4.845,0.67696
3.4563,4.865,0.67718
3.4281,4.885,0.67739
3.4002,4.905,0.67761
3.3726,4.925,0.67782
3.3454,4.945,0.67803
3.3185,4.965,0.67824
3.2919,4.985,0.67845
